season,matchweek,home_club,away_club,final_score,goal_club,goal_score,goal_scorer,minute
2003-2004,20,Spurs,Birmingham,4:1,away,3:1,Robbie Savage,68
2003-2004,20,Spurs,Birmingham,4:1,home,4:1,Robbie Keane,79
2003-2004,20,Bolton,Man Utd,1:2,away,0:1,Paul Scholes,24
2003-2004,20,Bolton,Man Utd,1:2,away,0:2,Ruud Van Nistelrooy,39
2003-2004,20,Bolton,Man Utd,1:2,home,1:2,Youri Djorkaeff,89
2003-2004,20,Chelsea,Liverpool,0:1,away,0:1,Bruno Cheyrou,33
2003-2004,20,Everton,Arsenal,1:1,away,0:1,Nwankwo Kanu,29
2003-2004,20,Everton,Arsenal,1:1,home,1:1,Tomasz Radzinski,75
2003-2004,21,Leeds,Spurs,0:1,away,0:1,Robbie Keane,56
2003-2004,21,Liverpool,Aston Villa,1:0,home,1:0,Mark Delaney,36
2003-2004,21,Blackburn,Bolton,3:4,away,0:1,Kevin Nolan,1
2003-2004,21,Blackburn,Bolton,3:4,home,1:1,Vratislav Gresko,3
2003-2004,21,Blackburn,Bolton,3:4,home,2:1,Dwight Yorke,24
2003-2004,21,Blackburn,Bolton,3:4,home,3:1,Andy Cole,34
2003-2004,21,Blackburn,Bolton,3:4,away,3:2,Youri Djorkaeff,43
2003-2004,21,Blackburn,Bolton,3:4,away,3:3,Stelios Giannakopoulos,73
2003-2004,21,Blackburn,Bolton,3:4,away,3:4,Kevin Nolan,78
2003-2004,21,Charlton,Wolves,2:0,home,1:0,Jason Euell,38
2003-2004,21,Charlton,Wolves,2:0,home,2:0,Jason Euell,79
2003-2004,21,Fulham,Everton,2:1,home,1:0,Louis Saha,45
2003-2004,21,Fulham,Everton,2:1,home,2:0,Steed Malbranque,46
2003-2004,21,Fulham,Everton,2:1,away,2:1,Kevin Kilbane,81
2003-2004,21,Arsenal,Middlesbrough,4:1,home,1:0,Thierry Henry,38
2003-2004,21,Arsenal,Middlesbrough,4:1,home,2:0,Franck Queudrue,45+2
2003-2004,21,Arsenal,Middlesbrough,4:1,home,3:0,Robert Pires,57
2003-2004,21,Arsenal,Middlesbrough,4:1,home,4:0,Freddie Ljungberg,68
2003-2004,21,Arsenal,Middlesbrough,4:1,away,4:1,Massimo Maccarone,85
2003-2004,21,Portsmouth,Man City,4:2,home,1:0,Dejan Stefanovic,19
2003-2004,21,Portsmouth,Man City,4:2,away,1:1,Nicolas Anelka,21
2003-2004,21,Portsmouth,Man City,4:2,away,1:2,Antoine Sibierski,45
2003-2004,21,Portsmouth,Man City,4:2,home,2:2,Yakubu Aiyegbeni,52
2003-2004,21,Portsmouth,Man City,4:2,home,3:2,Teddy Sheringham,58
2003-2004,21,Portsmouth,Man City,4:2,home,4:2,Yakubu Aiyegbeni,77
2003-2004,21,Birmingham,Southampton,2:1,away,0:1,Brett Ormerod,6
2003-2004,21,Birmingham,Southampton,2:1,home,1:1,Stephen Clemence,16
2003-2004,21,Birmingham,Southampton,2:1,home,2:1,Jeff Kenna,67
2003-2004,21,Leicester,Chelsea,0:4,away,0:1,Jimmy Floyd Hasselbaink,12
2003-2004,21,Leicester,Chelsea,0:4,away,0:2,Nikolaos Dabizas,44
2003-2004,21,Leicester,Chelsea,0:4,away,0:3,Adrian Mutu,88
2003-2004,21,Leicester,Chelsea,0:4,away,0:4,Celestine Babayaro,90
2003-2004,22,Wolves,Man Utd,1:0,home,1:0,Kenny Miller,67
2003-2004,22,Bolton,Portsmouth,1:0,home,1:0,Kevin Davies,53
2003-2004,22,Everton,Charlton,0:1,away,0:1,Graham Stuart,41
2003-2004,22,Man City,Blackburn,1:1,home,1:0,Nicolas Anelka,50
2003-2004,22,Man City,Blackburn,1:1,away,1:1,Garry Flitcroft,55
2003-2004,22,Spurs,Liverpool,2:1,home,1:0,Robbie Keane,25
2003-2004,22,Spurs,Liverpool,2:1,home,2:0,Helder Postiga,54
2003-2004,22,Spurs,Liverpool,2:1,away,2:1,Harry Kewell,75
2003-2004,22,Middlesbrough,Leicester,3:3,home,1:0,Juninho Paulista,8
2003-2004,22,Middlesbrough,Leicester,3:3,away,1:1,Paul Dickov,49
2003-2004,22,Middlesbrough,Leicester,3:3,away,1:2,Paul Dickov,65
2003-2004,22,Middlesbrough,Leicester,3:3,away,1:3,Marcus Bent,76
2003-2004,22,Middlesbrough,Leicester,3:3,home,3:3,Massimo Maccarone,90
2003-2004,22,Middlesbrough,Leicester,3:3,home,3:3,John Curtis,90
2003-2004,22,Southampton,Leeds,2:1,home,1:0,Brett Ormerod,36
2003-2004,22,Southampton,Leeds,2:1,home,2:0,Kevin Phillips,43
2003-2004,22,Southampton,Leeds,2:1,away,2:1,Matthew Kilgallon,75
2003-2004,22,Aston Villa,Arsenal,0:2,away,0:1,Thierry Henry,29
2003-2004,22,Aston Villa,Arsenal,0:2,away,0:2,Thierry Henry,53
2003-2004,22,Newcastle,Fulham,3:1,home,1:0,Andrew O'Brien,4
2003-2004,22,Newcastle,Fulham,3:1,home,2:0,Gary Speed,41
2003-2004,22,Newcastle,Fulham,3:1,home,3:0,Laurent Robert,54
2003-2004,22,Newcastle,Fulham,3:1,away,3:1,Sean Davis,74
2003-2004,23,Man Utd,Southampton,3:2,home,1:0,Louis Saha,18
2003-2004,23,Man Utd,Southampton,3:2,home,2:0,Paul Scholes,37
2003-2004,23,Man Utd,Southampton,3:2,away,2:1,Kevin Phillips,38
2003-2004,23,Man Utd,Southampton,3:2,away,2:2,Kevin Phillips,53
2003-2004,23,Man Utd,Southampton,3:2,home,3:2,Ruud Van Nistelrooy,61
2003-2004,23,Fulham,Spurs,2:1,away,0:1,Robbie Keane,18
2003-2004,23,Fulham,Spurs,2:1,home,1:1,Steed Malbranque,45
2003-2004,23,Fulham,Spurs,2:1,home,2:1,Brian McBride,67
2003-2004,23,Leeds,Middlesbrough,0:3,away,0:1,Boudewijn Zenden,53
2003-2004,23,Leeds,Middlesbrough,0:3,away,0:2,Joseph Desire Job,77
2003-2004,23,Leeds,Middlesbrough,0:3,away,0:3,Michael Ricketts,89
2003-2004,23,Leicester,Aston Villa,0:5,away,0:1,Darius Vassell,50
2003-2004,23,Leicester,Aston Villa,0:5,away,0:2,Peter Crouch,57
2003-2004,23,Leicester,Aston Villa,0:5,away,0:3,Darius Vassell,60
2003-2004,23,Leicester,Aston Villa,0:5,away,0:4,Dion Dublin,64
2003-2004,23,Leicester,Aston Villa,0:5,away,0:5,Peter Crouch,68
2003-2004,23,Birmingham,Newcastle,1:1,away,0:1,Gary Speed,37
2003-2004,23,Birmingham,Newcastle,1:1,home,1:1,Stern John,90
2003-2004,23,Charlton,Bolton,1:2,away,0:1,Henrik Pedersen,1
2003-2004,23,Charlton,Bolton,1:2,home,1:1,Jonatan Johansson,12
2003-2004,23,Charlton,Bolton,1:2,away,1:2,Kevin Nolan,78
2003-2004,23,Blackburn,Chelsea,2:3,home,1:0,Garry Flitcroft,3
2003-2004,23,Blackburn,Chelsea,2:3,away,1:1,Frank Lampard,25
2003-2004,23,Blackburn,Chelsea,2:3,away,1:2,Frank Lampard,35
2003-2004,23,Blackburn,Chelsea,2:3,home,2:2,Paul Gallagher,87
2003-2004,23,Blackburn,Chelsea,2:3,away,2:3,Glen Johnson,88
2003-2004,23,Arsenal,Man City,2:1,home,1:0,Michael Tarnat,39
2003-2004,23,Arsenal,Man City,2:1,home,2:0,Thierry Henry,83
2003-2004,23,Arsenal,Man City,2:1,away,2:1,Nicolas Anelka,89
2003-2004,24,Aston Villa,Leeds,2:0,home,1:0,Juan Pablo Angel,45
2003-2004,24,Aston Villa,Leeds,2:0,home,2:0,Ronny Johnsen,59
2003-2004,24,Wolves,Arsenal,1:3,away,0:1,Dennis Bergkamp,9
2003-2004,24,Wolves,Arsenal,1:3,home,1:1,Ionel Ganea,26
2003-2004,24,Wolves,Arsenal,1:3,away,1:2,Thierry Henry,58
2003-2004,24,Wolves,Arsenal,1:3,away,1:3,Kolo Toure,63
2003-2004,24,Everton,Man Utd,3:4,away,0:1,Louis Saha,9
2003-2004,24,Everton,Man Utd,3:4,away,0:2,Ruud Van Nistelrooy,24
2003-2004,24,Everton,Man Utd,3:4,away,0:3,Louis Saha,29
2003-2004,24,Everton,Man Utd,3:4,home,1:3,David Unsworth,49
2003-2004,24,Everton,Man Utd,3:4,home,2:3,John O'Shea,65
2003-2004,24,Everton,Man Utd,3:4,home,3:3,Kevin Kilbane,75
2003-2004,24,Everton,Man Utd,3:4,away,3:4,Ruud Van Nistelrooy,89
2003-2004,24,Spurs,Portsmouth,4:3,home,1:0,Jermain Defoe,13
2003-2004,24,Spurs,Portsmouth,4:3,away,1:1,Eyal Berkovic,39
2003-2004,24,Spurs,Portsmouth,4:3,home,2:1,Robbie Keane,42
2003-2004,24,Spurs,Portsmouth,4:3,away,2:2,Lomana Lua,73
2003-2004,24,Spurs,Portsmouth,4:3,home,3:2,Robbie Keane,79
2003-2004,24,Spurs,Portsmouth,4:3,away,3:3,Ivica Mornar,84
2003-2004,24,Spurs,Portsmouth,4:3,home,4:3,Gustavo Poyet,89
2003-2004,24,Middlesbrough,Blackburn,0:1,away,0:1,Jon Stead,39
2003-2004,24,Newcastle,Leicester,3:1,home,1:0,Shola Ameobi,30
2003-2004,24,Newcastle,Leicester,3:1,home,2:0,Gerry Taggart,37
2003-2004,24,Newcastle,Leicester,3:1,home,3:0,Jermaine Jenas,59
2003-2004,24,Newcastle,Leicester,3:1,away,3:1,Les Ferdinand,80
2003-2004,24,Bolton,Liverpool,2:2,home,1:0,Nicky Hunt,11
2003-2004,24,Bolton,Liverpool,2:2,away,1:1,Sami Hyypia,51
2003-2004,24,Bolton,Liverpool,2:2,home,2:1,Youri Djorkaeff,58
2003-2004,24,Bolton,Liverpool,2:2,away,2:2,Steven Gerrard,69
2003-2004,24,Chelsea,Charlton,1:0,home,1:0,Jimmy Floyd Hasselbaink,28
2003-2004,25,Leeds,Wolves,4:1,home,1:0,Alan Smith,14
2003-2004,25,Leeds,Wolves,4:1,away,1:1,Ionel Ganea,21
2003-2004,25,Leeds,Wolves,4:1,home,2:1,Dominic Matteo,41
2003-2004,25,Leeds,Wolves,4:1,home,3:1,James Milner,62
2003-2004,25,Leeds,Wolves,4:1,home,4:1,Mark Viduka,90
2003-2004,25,Arsenal,Southampton,2:0,home,1:0,Thierry Henry,31
2003-2004,25,Arsenal,Southampton,2:0,home,2:0,Thierry Henry,90+2
2003-2004,25,Leicester,Bolton,1:1,home,1:0,Les Ferdinand,16
2003-2004,25,Leicester,Bolton,1:1,away,1:1,Ian Walker,33
2003-2004,25,Birmingham,Everton,3:0,home,1:0,Damien Johnson,8
2003-2004,25,Birmingham,Everton,3:0,home,2:0,Stan Lazaridis,39
2003-2004,25,Birmingham,Everton,3:0,home,3:0,Mikael Forssell,49
2003-2004,25,Fulham,Aston Villa,1:2,home,1:0,Luis Boa Morte,1
2003-2004,25,Fulham,Aston Villa,1:2,away,1:1,Juan Pablo Angel,13
2003-2004,25,Fulham,Aston Villa,1:2,away,1:2,Darius Vassell,32
2003-2004,25,Portsmouth,Chelsea,0:2,away,0:1,Scott Parker,17
2003-2004,25,Portsmouth,Chelsea,0:2,away,0:2,Hernan Crespo,79
2003-2004,25,Liverpool,Man City,2:1,home,1:0,Michael Owen,3
2003-2004,25,Liverpool,Man City,2:1,away,1:1,Shaun Wright Phillips,50
2003-2004,25,Liverpool,Man City,2:1,home,2:1,Steven Gerrard,51
2003-2004,25,Man Utd,Middlesbrough,2:3,away,0:1,Juninho Paulista,34
2003-2004,25,Man Utd,Middlesbrough,2:3,away,0:2,Juninho Paulista,38
2003-2004,25,Man Utd,Middlesbrough,2:3,home,1:2,Ruud Van Nistelrooy,45
2003-2004,25,Man Utd,Middlesbrough,2:3,home,2:2,Ryan Giggs,63
2003-2004,25,Man Utd,Middlesbrough,2:3,away,2:3,Joseph Desire Job,80
2003-2004,25,Blackburn,Newcastle,1:1,away,0:1,Craig Bellamy,52
2003-2004,25,Blackburn,Newcastle,1:1,home,1:1,Jon Stead,85
2003-2004,25,Charlton,Spurs,2:4,away,0:1,Simon Davies,11
2003-2004,25,Charlton,Spurs,2:4,away,0:2,Jermain Defoe,43
2003-2004,25,Charlton,Spurs,2:4,away,0:3,Ledley King,45
2003-2004,25,Charlton,Spurs,2:4,home,1:3,Graham Stuart,51
2003-2004,25,Charlton,Spurs,2:4,home,2:3,Chris Perry,81
2003-2004,25,Charlton,Spurs,2:4,away,2:4,Johnnie Jackson,85
2003-2004,26,Man Utd,Leeds,1:1,home,1:0,Paul Scholes,64
2003-2004,26,Man Utd,Leeds,1:1,away,1:1,Alan Smith,67
2003-2004,26,Chelsea,Arsenal,1:2,home,1:0,Eidur Gudjohnsen,1
2003-2004,26,Chelsea,Arsenal,1:2,away,1:1,Patrick Vieira,15
2003-2004,26,Chelsea,Arsenal,1:2,away,1:2,Edu Gaspar,21
2003-2004,26,Newcastle,Middlesbrough,2:1,away,0:1,Boudewijn Zenden,33
2003-2004,26,Newcastle,Middlesbrough,2:1,home,1:1,Craig Bellamy,63
2003-2004,26,Newcastle,Middlesbrough,2:1,home,2:1,Alan Shearer,83
2003-2004,26,Wolves,Fulham,2:1,home,1:0,Paul Ince,20
2003-2004,26,Wolves,Fulham,2:1,home,2:0,Carl Cort,51
2003-2004,26,Wolves,Fulham,2:1,away,2:1,Steed Malbranque,84
2003-2004,26,Bolton,Man City,1:3,home,1:0,Kevin Nolan,22
2003-2004,26,Bolton,Man City,1:3,away,1:1,Robbie Fowler,27
2003-2004,26,Bolton,Man City,1:3,away,1:2,Robbie Fowler,31
2003-2004,26,Bolton,Man City,1:3,away,1:3,Simon Charlton,50
2003-2004,26,Charlton,Blackburn,3:2,home,1:0,Carlton Cole,10
2003-2004,26,Charlton,Blackburn,3:2,home,2:0,Jason Euell,36
2003-2004,26,Charlton,Blackburn,3:2,away,2:1,Andy Cole,74
2003-2004,26,Charlton,Blackburn,3:2,away,2:2,Brad Friedel,90
2003-2004,26,Charlton,Blackburn,3:2,home,3:2,Claus Jensen,90+1
2003-2004,26,Southampton,Everton,3:3,away,0:1,Wayne Rooney,7
2003-2004,26,Southampton,Everton,3:3,away,0:2,Duncan Ferguson,32
2003-2004,26,Southampton,Everton,3:3,home,1:2,Kevin Phillips,58
2003-2004,26,Southampton,Everton,3:3,away,1:3,Wayne Rooney,78
2003-2004,26,Southampton,Everton,3:3,home,2:3,James Beattie,82
2003-2004,26,Southampton,Everton,3:3,home,3:3,Fabrice Fernandes,90
2003-2004,26,Aston Villa,Birmingham,2:2,home,1:0,Darius Vassell,21
2003-2004,26,Aston Villa,Birmingham,2:2,home,2:0,Thomas Hitzlsperger,47
2003-2004,26,Aston Villa,Birmingham,2:2,away,2:1,Mikael Forssell,60
2003-2004,26,Aston Villa,Birmingham,2:2,away,2:2,Stern John,90
2003-2004,26,Spurs,Leicester,4:4,home,1:0,Michael Brown,6
2003-2004,26,Spurs,Leicester,4:4,away,1:1,Gary Doherty,9
2003-2004,26,Spurs,Leicester,4:4,home,2:1,Jermain Defoe,13
2003-2004,26,Spurs,Leicester,4:4,home,3:1,Robbie Keane,28
2003-2004,26,Spurs,Leicester,4:4,away,3:2,Les Ferdinand,51
2003-2004,26,Spurs,Leicester,4:4,away,3:3,Ben Thatcher,74
2003-2004,26,Spurs,Leicester,4:4,away,3:4,Marcus Bent,79
2003-2004,26,Spurs,Leicester,4:4,home,4:4,Jermain Defoe,89
2003-2004,26,Liverpool,Portsmouth,3:0,home,1:0,Dietmar Hamann,6
2003-2004,26,Liverpool,Portsmouth,3:0,home,2:0,Michael Owen,28
2003-2004,26,Liverpool,Portsmouth,3:0,home,3:0,Michael Owen,58
2003-2004,27,Man City,Chelsea,0:1,away,0:1,Eidur Gudjohnsen,82
2003-2004,27,Arsenal,Charlton,2:1,home,1:0,Robert Pires,2
2003-2004,27,Arsenal,Charlton,2:1,home,2:0,Thierry Henry,4
2003-2004,27,Arsenal,Charlton,2:1,away,2:1,Claus Jensen,59
2003-2004,27,Blackburn,Southampton,1:1,away,0:1,Kevin Phillips,5
2003-2004,27,Blackburn,Southampton,1:1,home,1:1,Andy Cole,52
2003-2004,27,Everton,Aston Villa,2:0,home,1:0,Tomasz Radzinski,78
2003-2004,27,Everton,Aston Villa,2:0,home,2:0,Thomas Gravesen,84
2003-2004,27,Fulham,Man Utd,1:1,away,0:1,Louis Saha,14
2003-2004,27,Fulham,Man Utd,1:1,home,1:1,Luis Boa Morte,64
2003-2004,27,Leeds,Liverpool,2:2,away,0:1,Harry Kewell,21
2003-2004,27,Leeds,Liverpool,2:2,home,1:1,Eirik Bakke,29
2003-2004,27,Leeds,Liverpool,2:2,home,2:1,Mark Viduka,34
2003-2004,27,Leeds,Liverpool,2:2,away,2:2,Milan Baros,42
2003-2004,27,Portsmouth,Newcastle,1:1,away,0:1,Craig Bellamy,34
2003-2004,27,Portsmouth,Newcastle,1:1,home,1:1,Lomana Lua,88
2003-2004,27,Birmingham,Bolton,2:0,home,1:0,Mikael Forssell,24
2003-2004,27,Birmingham,Bolton,2:0,home,2:0,Bryan Hughes,72
2003-2004,27,Middlesbrough,Spurs,1:0,home,1:0,Szilard Nemeth,73
2003-2004,28,Bolton,Chelsea,0:2,away,0:1,John Terry,71
2003-2004,28,Bolton,Chelsea,0:2,away,0:2,Damien Duff,74
2003-2004,28,Birmingham,Leicester,0:1,away,0:1,Les Ferdinand,53
2003-2004,28,Blackburn,Arsenal,0:2,away,0:1,Thierry Henry,57
2003-2004,28,Blackburn,Arsenal,0:2,away,0:2,Robert Pires,87
2003-2004,28,Charlton,Middlesbrough,1:0,home,1:0,Matt Holland,25
2003-2004,28,Everton,Portsmouth,1:0,home,1:0,Wayne Rooney,78
2003-2004,28,Fulham,Leeds,2:0,home,1:0,Sean Davis,71
2003-2004,28,Fulham,Leeds,2:0,home,2:0,Luis Boa Morte,83
2003-2004,28,Wolves,Aston Villa,0:4,away,0:1,Thomas Hitzlsperger,7
2003-2004,28,Wolves,Aston Villa,0:4,away,0:2,Olof Mellberg,18
2003-2004,28,Wolves,Aston Villa,0:4,away,0:3,Juan Pablo Angel,24
2003-2004,28,Wolves,Aston Villa,0:4,away,0:4,Juan Pablo Angel,59
2003-2004,28,Man City,Man Utd,4:1,home,1:0,Robbie Fowler,3
2003-2004,28,Man City,Man Utd,4:1,home,2:0,Jon Macken,32
2003-2004,28,Man City,Man Utd,4:1,away,2:1,Paul Scholes,35
2003-2004,28,Man City,Man Utd,4:1,home,3:1,Trevor Sinclair,73
2003-2004,28,Man City,Man Utd,4:1,home,4:1,Shaun Wright Phillips,90
2003-2004,28,Spurs,Newcastle,1:0,home,1:0,Andrew O'Brien,86
2003-2004,28,Southampton,Liverpool,2:0,home,1:0,James Beattie,51
2003-2004,28,Southampton,Liverpool,2:0,home,2:0,Kevin Phillips,85
2003-2004,29,Arsenal,Bolton,2:1,home,1:0,Robert Pires,16
2003-2004,29,Arsenal,Bolton,2:1,home,2:0,Dennis Bergkamp,24
2003-2004,29,Arsenal,Bolton,2:1,away,2:1,Ivan Campo,41
2003-2004,29,Aston Villa,Blackburn,0:2,away,0:1,Garry Flitcroft,26
2003-2004,29,Aston Villa,Blackburn,0:2,away,0:2,Jon Stead,36
2003-2004,29,Chelsea,Fulham,2:1,home,1:0,Eidur Gudjohnsen,7
2003-2004,29,Chelsea,Fulham,2:1,away,1:1,Mark Pembridge,19
2003-2004,29,Chelsea,Fulham,2:1,home,2:1,Damien Duff,30
2003-2004,29,Leicester,Everton,1:1,away,0:1,Wayne Rooney,75
2003-2004,29,Leicester,Everton,1:1,home,1:1,Marcus Bent,90
2003-2004,29,Liverpool,Wolves,1:0,home,1:0,Sami Hyypia,90
2003-2004,29,Man Utd,Spurs,3:0,home,1:0,Ryan Giggs,30
2003-2004,29,Man Utd,Spurs,3:0,home,2:0,Cristiano Ronaldo,89
2003-2004,29,Man Utd,Spurs,3:0,home,3:0,David Bellion,90
2003-2004,29,Middlesbrough,Birmingham,5:3,home,1:0,Gaizka Mendieta,5
2003-2004,29,Middlesbrough,Birmingham,5:3,home,2:0,Massimo Maccarone,21
2003-2004,29,Middlesbrough,Birmingham,5:3,away,2:1,Mikael Forssell,23
2003-2004,29,Middlesbrough,Birmingham,5:3,home,3:1,Gareth Southgate,30
2003-2004,29,Middlesbrough,Birmingham,5:3,away,3:2,Clinton Morrison,44
2003-2004,29,Middlesbrough,Birmingham,5:3,home,4:2,Massimo Maccarone,45+1
2003-2004,29,Middlesbrough,Birmingham,5:3,away,4:3,Mikael Forssell,59
2003-2004,29,Middlesbrough,Birmingham,5:3,home,5:3,Szilard Nemeth,90
2003-2004,29,Newcastle,Charlton,3:1,home,1:0,Alan Shearer,2
2003-2004,29,Newcastle,Charlton,3:1,home,2:0,Jermaine Jenas,35
2003-2004,29,Newcastle,Charlton,3:1,away,2:1,Claus Jensen,54
2003-2004,29,Newcastle,Charlton,3:1,home,3:1,Alan Shearer,77
2003-2004,29,Portsmouth,Southampton,1:0,home,1:0,Yakubu Aiyegbeni,68
2003-2004,29,Leeds,Man City,2:1,home,1:0,Stephen McPhail,23
2003-2004,29,Leeds,Man City,2:1,away,1:1,Nicolas Anelka,44
2003-2004,29,Leeds,Man City,2:1,home,2:1,Mark Viduka,76
2003-2004,30,Birmingham,Leeds,4:1,away,0:1,Mark Viduka,3
2003-2004,30,Birmingham,Leeds,4:1,home,1:1,Bryan Hughes,12
2003-2004,30,Birmingham,Leeds,4:1,home,2:1,Bryan Hughes,67
2003-2004,30,Birmingham,Leeds,4:1,home,3:1,Mikael Forssell,69
2003-2004,30,Birmingham,Leeds,4:1,home,4:1,Mikael Forssell,82
2003-2004,30,Blackburn,Portsmouth,1:2,away,0:1,Teddy Sheringham,17
2003-2004,30,Blackburn,Portsmouth,1:2,home,1:1,Tugay Kerimoglu,37
2003-2004,30,Blackburn,Portsmouth,1:2,away,1:2,Yakubu Aiyegbeni,82
2003-2004,30,Chelsea,Wolves,5:2,home,1:0,Mario Melchiot,4
2003-2004,30,Chelsea,Wolves,5:2,away,1:1,Henri Camara,23
2003-2004,30,Chelsea,Wolves,5:2,away,1:2,Jody Craddock,57
2003-2004,30,Chelsea,Wolves,5:2,home,2:2,Frank Lampard,70
2003-2004,30,Chelsea,Wolves,5:2,home,3:2,Jimmy Floyd Hasselbaink,77
2003-2004,30,Chelsea,Wolves,5:2,home,4:2,Jimmy Floyd Hasselbaink,87
2003-2004,30,Chelsea,Wolves,5:2,home,5:2,Jimmy Floyd Hasselbaink,90
2003-2004,30,Everton,Middlesbrough,1:1,home,1:0,Tomasz Radzinski,78
2003-2004,30,Everton,Middlesbrough,1:1,away,1:1,Joseph Desire Job,83
2003-2004,30,Southampton,Spurs,1:0,home,1:0,Rory Delap,64
2003-2004,30,Charlton,Aston Villa,1:2,home,1:0,Carlton Cole,8
2003-2004,30,Charlton,Aston Villa,1:2,away,1:1,Darius Vassell,24
2003-2004,30,Charlton,Aston Villa,1:2,away,1:2,Jlloyd Samuel,54
2003-2004,30,Bolton,Newcastle,1:0,home,1:0,Henrik Pedersen,4
2003-2004,30,Arsenal,Man Utd,1:1,home,1:0,Thierry Henry,50
2003-2004,30,Arsenal,Man Utd,1:1,away,1:1,Louis Saha,86
2003-2004,31,Newcastle,Everton,4:2,home,1:0,Craig Bellamy,5
2003-2004,31,Newcastle,Everton,4:2,away,1:1,Thomas Gravesen,12
2003-2004,31,Newcastle,Everton,4:2,home,2:1,Kieron Dyer,21
2003-2004,31,Newcastle,Everton,4:2,home,3:1,Alan Shearer,52
2003-2004,31,Newcastle,Everton,4:2,away,3:2,Joseph Yobo,81
2003-2004,31,Newcastle,Everton,4:2,home,4:2,Alan Shearer,90
2003-2004,31,Spurs,Chelsea,0:1,away,0:1,Jimmy Floyd Hasselbaink,38
2003-2004,31,Middlesbrough,Bolton,2:0,home,1:0,Kevin Nolan,8
2003-2004,31,Middlesbrough,Bolton,2:0,home,2:0,Jonathan Greening,51
2003-2004,31,Wolves,Southampton,1:4,away,0:1,James Beattie,25
2003-2004,31,Wolves,Southampton,1:4,away,0:2,Claus Lundekvam,58
2003-2004,31,Wolves,Southampton,1:4,home,1:2,Henri Camara,72
2003-2004,31,Wolves,Southampton,1:4,away,1:3,Kevin Phillips,89
2003-2004,31,Wolves,Southampton,1:4,away,1:4,Kevin Phillips,90
2003-2004,31,Aston Villa,Man City,1:1,home,1:0,Juan Pablo Angel,26
2003-2004,31,Aston Villa,Man City,1:1,away,1:1,Sylvain Distin,82
2003-2004,31,Liverpool,Blackburn,4:0,home,1:0,Michael Owen,7
2003-2004,31,Liverpool,Blackburn,4:0,home,2:0,Andy Todd,22
2003-2004,31,Liverpool,Blackburn,4:0,home,3:0,Michael Owen,24
2003-2004,31,Liverpool,Blackburn,4:0,home,4:0,Emile Heskey,79
2003-2004,31,Leeds,Leicester,3:2,home,1:0,Michael Duberry,11
2003-2004,31,Leeds,Leicester,3:2,home,2:0,Mark Viduka,13
2003-2004,31,Leeds,Leicester,3:2,away,2:1,Paul Dickov,77
2003-2004,31,Leeds,Leicester,3:2,away,2:2,Muzzy Izzet,79
2003-2004,31,Leeds,Leicester,3:2,home,3:2,Alan Smith,86
2003-2004,31,Man Utd,Charlton,2:0,home,1:0,Louis Saha,28
2003-2004,31,Man Utd,Charlton,2:0,home,2:0,Gary Neville,65
2003-2004,31,Portsmouth,Arsenal,1:1,home,1:0,Yakubu Aiyegbeni,30
2003-2004,31,Portsmouth,Arsenal,1:1,away,1:1,Jose Antonio Reyes,50
2003-2004,32,Arsenal,Liverpool,4:2,away,0:1,Sami Hyypia,5
2003-2004,32,Arsenal,Liverpool,4:2,home,1:1,Thierry Henry,31
2003-2004,32,Arsenal,Liverpool,4:2,away,1:2,Michael Owen,42
2003-2004,32,Arsenal,Liverpool,4:2,home,2:2,Robert Pires,49
2003-2004,32,Arsenal,Liverpool,4:2,home,3:2,Thierry Henry,50
2003-2004,32,Arsenal,Liverpool,4:2,home,4:2,Thierry Henry,78
2003-2004,32,Everton,Spurs,3:1,home,1:0,David Unsworth,17
2003-2004,32,Everton,Spurs,3:1,home,2:0,Gary Naysmith,24
2003-2004,32,Everton,Spurs,3:1,home,3:0,Joseph Yobo,40
2003-2004,32,Everton,Spurs,3:1,away,3:1,Stephen Carr,75
2003-2004,32,Leicester,Fulham,0:2,away,0:1,Collins John,66
2003-2004,32,Leicester,Fulham,0:2,away,0:2,Collins John,89
2003-2004,32,Man City,Wolves,3:3,away,0:1,Mark Kennedy,13
2003-2004,32,Man City,Wolves,3:3,away,0:2,Carl Cort,23
2003-2004,32,Man City,Wolves,3:3,home,1:2,Nicolas Anelka,25
2003-2004,32,Man City,Wolves,3:3,home,2:2,Antoine Sibierski,39
2003-2004,32,Man City,Wolves,3:3,away,2:3,Henri Camara,78
2003-2004,32,Man City,Wolves,3:3,home,3:3,Shaun Wright Phillips,90
2003-2004,32,Birmingham,Man Utd,1:2,home,1:0,Martin Grainger,39
2003-2004,32,Birmingham,Man Utd,1:2,away,1:1,Cristiano Ronaldo,60
2003-2004,32,Birmingham,Man Utd,1:2,away,1:2,Louis Saha,78
2003-2004,32,Charlton,Portsmouth,1:1,home,1:0,Shaun Bartlett,8
2003-2004,32,Charlton,Portsmouth,1:1,away,1:1,Yakubu Aiyegbeni,65
2003-2004,32,Blackburn,Leeds,1:2,away,0:1,Steven Caldwell,2
2003-2004,32,Blackburn,Leeds,1:2,away,0:2,Mark Viduka,89
2003-2004,32,Blackburn,Leeds,1:2,home,1:2,Craig Short,90
2003-2004,32,Bolton,Aston Villa,2:2,away,0:1,Peter Crouch,18
2003-2004,32,Bolton,Aston Villa,2:2,home,1:1,Henrik Pedersen,48
